wage,educ,exper,exper_sq,female,married,hours,tenure,tenure_sq,ln_wage
9.366263775701986,12,15,225,1,1,34,5,25,2.2371142734762426
6.52837128783619,12,19,361,1,1,34,2,4,1.876157492244813
4.984269769090571,8,25,625,1,1,44,7,49,1.6062869070449304
28.031148356923428,20,19,361,0,1,31,7,49,3.333316333189563
9.53955777775767,13,14,196,1,1,37,6,36,2.2554471298530516
8.059504442697412,10,24,576,0,1,28,11,121,2.0868520710920455
7.105408544340556,16,14,196,1,1,22,0,0,1.9608562608587277
7.386462864984618,9,22,484,0,1,30,2,4,1.9996489823499273
6.140064135312555,11,15,225,1,1,36,7,49,1.8148351875951414
6.731268355936986,12,27,729,0,1,33,11,121,1.9067635888918404
14.525524725140892,11,17,289,0,1,37,0,0,2.675907427740598
7.6150985687352835,12,12,144,0,1,39,7,49,2.03013293028637
3.292720056282756,12,6,36,1,1,40,10,100,1.1917139880230847
2.8410343886226435,10,18,324,1,0,46,0,0,1.0441682072066225
8.602206561635057,13,13,169,1,1,47,2,4,2.1520187472835386
3.869031947751123,8,27,729,1,0,34,4,16,1.3530043330508188
4.9803546887949475,9,22,484,1,0,47,0,0,1.6055011111499369
16.61122900699727,14,19,361,0,0,44,4,16,2.810078912880542
5.002947374020938,14,14,196,1,0,33,6,36,1.6100272135662623
7.803825229724607,10,21,441,0,1,33,3,9,2.054614027549126
17.638358928065298,15,9,81,1,1,26,8,64,2.870076014962151
7.330285110102181,14,0,0,1,1,45,0,0,1.992014411472565
7.474411343755938,16,6,36,1,0,40,3,9,2.0114853661766006
5.621260308906665,10,17,289,1,0,53,12,144,1.726555893018228
8.193266672334513,9,33,1089,1,1,40,3,9,2.1033126794319434
4.310928672872538,10,25,625,1,0,42,4,16,1.4611533502494476
11.264823766121658,15,18,324,0,1,52,5,25,2.421684929387369
7.020489563739396,15,14,196,1,0,35,0,0,1.9488329540305243
5.895825499673289,8,14,196,0,1,56,10,100,1.774244558057142
6.939455908145747,12,16,256,1,1,38,6,36,1.9372233720426892
8.768623950881238,17,15,225,1,1,20,6,36,2.171179889954908
12.843157427410945,13,28,784,0,0,21,8,64,2.5528111735935983
3.184193398627931,7,3,9,1,1,29,3,9,1.1581990069125945
7.840066483377374,13,25,625,1,1,42,0,0,2.0592473143489856
17.980413295271635,18,13,169,0,1,56,4,16,2.8892830151681475
15.79326590223537,16,7,49,0,0,39,0,0,2.759583640460889
3.7409887026500166,13,11,121,1,1,37,2,4,1.3193499354870886
14.76505260638253,16,15,225,0,1,54,10,100,2.6922630781006482
7.616730808551783,10,27,729,0,1,45,4,16,2.030347249890709
7.136986663362695,16,11,121,0,0,30,0,0,1.9652906513256592
7.1534872851145135,10,29,841,0,1,32,5,25,1.967599969987083
5.078483171577715,16,12,144,1,1,38,9,81,1.6250126287319335
6.973616443026392,11,28,784,1,1,32,6,36,1.9421339486088576
12.150923929935956,11,14,196,1,1,33,2,4,2.4974052105115163
15.184182227127398,13,35,1225,0,0,27,8,64,2.720254243055265
8.717233574311015,13,23,529,0,0,35,5,25,2.1653019369338473
9.351140190365376,13,15,225,0,1,36,7,49,2.2354982813594715
8.134220791193568,12,31,961,0,1,40,12,144,2.0960799513499233
6.916857838590601,12,18,324,0,0,43,7,49,1.9339615969409425
13.605267927576314,16,7,49,0,1,44,8,64,2.6104570653581907
5.455969876277594,13,14,196,1,0,32,6,36,1.6967103993158006
6.88073484746758,11,6,36,1,0,34,1,1,1.928725455466492
10.697981475041113,13,7,49,1,1,39,1,1,2.3700550764793213
17.224486092359147,17,24,576,0,1,36,7,49,2.8463319814682437
9.295886481613241,7,19,361,0,0,45,4,16,2.229571988504577
6.8812099871850645,11,10,100,0,0,45,5,25,1.9287945067122836
7.202755623446919,9,20,400,1,1,32,2,4,1.974463678280034
7.788146485321913,16,10,100,0,1,52,3,9,2.0526028964396272
9.69412962355147,13,19,361,0,0,43,0,0,2.2715205088575607
3.0877728913729925,13,19,361,1,0,45,11,121,1.1274500839180899
7.609952545067727,12,24,576,0,0,24,10,100,2.029456935989201
9.117981925136744,8,0,0,1,1,32,0,0,2.210248499461663
16.475038468323735,17,20,400,0,1,27,0,0,2.80184641533721
13.610232512766553,15,28,784,1,0,37,0,0,2.6108219004826587
18.48650657007653,15,27,729,0,1,31,9,81,2.9170410913707645
4.829276583308391,10,23,529,1,0,23,0,0,1.5746966807344307
2.5629399177108056,11,17,289,0,0,27,2,4,0.9411550049342419
15.277183091008439,12,16,256,0,1,32,2,4,2.726360414060636
11.10720044728929,18,1,1,0,1,36,8,64,2.4075935869555405
4.62392723257495,9,10,100,1,0,38,4,16,1.531244394346369
3.3113568613523094,12,14,196,1,1,25,4,16,1.1973580332924838
3.2715170382866963,14,5,25,0,0,40,11,121,1.1852538034102875
5.118709846604841,14,2,4,0,0,42,8,64,1.6329024242133527
6.6685788010320595,12,11,121,0,0,38,8,64,1.897406763915653
13.155749508681618,12,3,9,0,1,20,7,49,2.576858888063577
6.716615163086618,13,15,225,1,1,31,6,36,1.9045843316683766
4.123001874736227,10,4,16,0,0,42,2,4,1.4165815084266307
3.881538726778116,9,19,361,1,0,37,7,49,1.3562316540850132
6.744892425682515,10,11,121,0,1,42,3,9,1.908785540782724
3.74793347429445,13,9,81,1,0,43,3,9,1.3212046145640197
5.353522339386969,10,14,196,0,0,29,2,4,1.6777547254639247
4.62770720278097,10,13,169,0,1,29,5,25,1.532061540860915
6.524859551927744,9,18,324,0,1,37,4,16,1.8756194283683245
10.790130836565123,15,15,225,0,0,44,10,100,2.3786319049208204
8.056971475763246,9,15,225,1,1,56,3,9,2.0865377384838704
5.110758217200457,12,12,144,0,0,47,3,9,1.631347772308417
5.8931445103214894,15,10,100,0,1,39,5,25,1.773789727924273
7.839480177044971,13,19,361,1,1,49,5,25,2.059172528215767
6.506019471423712,13,13,169,0,1,30,6,36,1.8727278208877067
8.812773892868831,15,0,0,1,0,43,9,81,2.176202247697266
3.274892850243833,9,14,196,1,1,48,6,36,1.1862851510691876
10.467709812316487,18,14,196,1,0,37,0,0,2.3482952628771283
7.335558135300004,9,23,529,0,1,54,9,81,1.992733500765531
7.116888850286546,14,29,841,0,1,42,6,36,1.9624706706999635
12.822762309373987,14,36,1296,0,1,47,13,169,2.551221897032388
7.982917401131679,14,12,144,0,0,52,5,25,2.077303933764546
5.723781825409494,12,23,529,1,1,49,4,16,1.7446297452112283
15.4588028399922,16,22,484,0,0,37,5,25,2.738178604196675
2.9298303622999162,9,2,4,1,1,39,0,0,1.074944524526923
7.57785750150607,9,0,0,0,1,27,2,4,2.025230508184462
5.2155115227135935,9,0,0,0,1,37,5,25,1.6516371704524324
7.3831076816405545,11,17,289,0,1,52,8,64,1.9991946450499785
11.018480074126686,17,11,121,0,1,39,4,16,2.399573869904413
8.728396043461984,14,27,729,1,0,33,1,1,2.16658162369997
9.029715135217415,11,13,169,0,0,42,0,0,2.2005208204437423
6.205353065403937,15,28,784,0,0,36,1,1,1.8254123171834975
4.90150366123283,9,21,441,0,0,46,5,25,1.5895420276810766
6.012972281779379,15,34,1156,1,0,51,1,1,1.7939191823310874
3.213136976078308,12,0,0,1,1,32,3,9,1.1672477110576618
5.020014277135508,11,24,576,1,1,33,4,16,1.6134327777504915
6.064521141621038,13,13,169,0,0,44,0,0,1.8024555848883559
5.474714397393975,18,19,361,1,1,34,4,16,1.700140109482383
10.37138417744629,9,21,441,0,1,57,5,25,2.3390504923547613
3.579471829240665,10,11,121,1,0,34,7,49,1.2752152557967795
9.32287954385683,15,8,64,0,1,43,1,1,2.232471544911109
17.231838685823572,15,29,841,1,1,41,0,0,2.8467587590554273
6.661425121473758,13,20,400,1,1,43,8,64,1.8963334438646384
9.930176421340096,17,25,625,1,0,39,7,49,2.295578244398765
5.765499133997084,9,28,784,0,1,42,2,4,1.7518917300247183
7.281993124782819,9,38,1444,1,1,25,2,4,1.9854046056142103
6.427926843000376,10,20,400,0,0,40,8,64,1.8606520668211395
7.106418669934551,8,11,121,0,0,43,6,36,1.9609984136699694
9.096527015869102,14,19,361,0,0,44,11,121,2.207892694069412
20.8323346283606,19,26,676,0,1,45,0,0,3.0365063290865
4.903446894701861,8,13,169,1,1,43,7,49,1.589938405711417
3.5902908094838826,5,11,121,0,1,30,4,16,1.2782332046466904
4.670963690453032,10,0,0,0,0,52,4,16,1.5413654080907069
25.139889062044503,19,18,324,0,1,32,2,4,3.2244557903458615
7.816322686492193,13,16,256,1,0,41,3,9,2.0562141992634166
15.68309758822871,15,14,196,0,1,47,7,49,2.752583545681465
14.758984662212255,10,22,484,0,0,35,9,81,2.69185202698318
6.438726793384228,9,17,289,0,1,32,4,16,1.8623308176798217
2.5610946756951596,6,21,441,1,0,26,8,64,0.9404347747867772
8.972239318774534,17,40,1600,0,1,30,2,4,2.1941352902628215
14.355168497761216,12,26,676,0,0,43,3,9,2.6641100514185387
4.013841575630373,8,18,324,0,1,46,6,36,1.3897487816407004
11.482868208458642,10,17,289,0,1,34,2,4,2.4408562036280106
15.65065290237552,10,13,169,0,1,37,6,36,2.7505126351175795
9.244650449525185,6,18,324,0,1,48,0,0,2.2240450544461
7.036468641624075,10,9,81,0,0,26,10,100,1.9511064309141883
6.188225768489424,15,17,289,0,1,37,7,49,1.8226484169336632
4.671054695739731,6,3,9,0,0,28,8,64,1.541384891093831
6.578382689919152,9,25,625,1,0,37,6,36,1.8837889233198695
3.205843574356758,7,31,961,0,0,39,1,1,1.1649752614676203
23.548932142410678,16,11,121,0,1,40,0,0,3.1590804751630355
10.553051848754157,15,8,64,0,1,44,0,0,2.3564150928536254
8.725591638123298,10,8,64,1,1,37,0,0,2.1662602753165543
8.769885969315563,14,21,441,1,0,42,6,36,2.1713238039410157
13.954808417061045,15,22,484,0,0,48,0,0,2.6358241382706895
11.611345624408955,13,24,576,0,1,47,4,16,2.451982691182201
7.616860200409554,12,0,0,1,1,32,7,49,2.0303642375934374
7.303546705279455,12,28,784,0,1,35,8,64,1.9883600802057115
5.291485906305287,10,15,225,0,1,49,2,4,1.6660990960888278
3.071623267694639,8,25,625,1,1,42,3,9,1.122206173551251
3.5603807266695924,11,32,1024,1,1,27,8,64,1.2698674848393618
3.7992370830746713,11,14,196,1,0,40,5,25,1.3348002789638966
11.175270282503215,11,21,441,0,1,44,0,0,2.4137033265609027
4.624073110364908,8,13,169,1,1,49,5,25,1.531275942310158
5.761686670667966,10,14,196,0,0,29,1,1,1.751230256611739
9.218363699483318,10,29,841,0,0,36,6,36,2.2211975488772446
14.06748316417144,15,15,225,1,1,44,7,49,2.6438659755356304
11.829310430535374,14,24,576,1,1,38,0,0,2.4705803863958007
10.466245493508918,13,22,484,1,1,47,0,0,2.3481553639627983
8.526332519013243,10,28,784,1,1,43,0,0,2.14315931817051
10.594561140151544,9,33,1089,0,1,45,1,1,2.360340769451475
14.056187897405623,11,22,484,1,1,36,5,25,2.6430627185676183
9.354150129287298,14,25,625,0,1,20,1,1,2.235820108916966
7.7707682546499335,12,31,961,0,1,35,3,9,2.0503690339641185
10.921718573696156,12,21,441,0,0,41,0,0,2.390753336477659
9.839938073277446,14,8,64,1,0,50,5,25,2.2864494176782455
5.301102362179353,8,30,900,0,1,35,7,49,1.6679147917945882
3.453803391968452,9,19,361,1,0,36,1,1,1.2394760562654812
7.711161786360095,13,30,900,0,0,39,0,0,2.0426688618731137
1.9282455596707557,11,0,0,0,0,37,0,0,0.6566105530525825
12.711991537170002,12,29,841,0,0,37,0,0,2.542545763498668
2.9883233816766226,6,22,484,0,1,47,7,49,1.0947124882138786
3.9646394842933703,12,17,289,0,1,58,0,0,1.377414926436753
8.907158821206295,12,25,625,1,1,33,1,1,2.186855315345695
10.056157114748084,13,27,729,0,1,39,9,81,2.3081850951464107
7.195361287324641,13,24,576,1,0,35,0,0,1.9734365527443574
3.388234601096253,10,24,576,0,0,32,9,81,1.2203090191080443
9.097448473567137,14,10,100,1,0,24,7,49,2.2079939866867795
4.797858221619227,12,7,49,1,0,32,5,25,1.5681696145059663
4.431519578452227,12,3,9,1,1,40,0,0,1.4887425452057883
9.851247775101424,11,28,784,0,1,40,0,0,2.2875981248363297
10.087652991229362,11,14,196,0,0,41,4,16,2.3113121998978476
14.96555763832069,14,13,169,0,1,36,6,36,2.7057514034450802
4.6309812367119845,8,17,289,0,1,37,13,169,1.5327687758194901
8.2606711218299,17,23,529,1,1,45,4,16,2.111505833848526
9.319277579726629,10,7,49,0,1,32,7,49,2.232085112788351
4.719577165122441,10,17,289,0,1,34,3,9,1.5517192119241086
8.49845716550849,13,29,841,1,1,47,5,25,2.1398846370811704
7.487261489976066,14,12,144,1,0,40,6,36,2.013203108506968
13.443903617010866,15,35,1225,1,0,23,4,16,2.5985257406174984
5.191064492739769,11,24,576,1,0,51,0,0,1.6469387807208664
5.093961207886124,11,13,169,0,1,39,2,4,1.628055761272306
7.648819199247271,14,21,441,0,0,45,0,0,2.0345512828852157
12.237217417084812,11,17,289,0,1,47,0,0,2.504481916034126
11.806707718398018,14,17,289,0,1,36,9,81,2.4686678206764125
6.716133224412032,12,14,196,0,0,47,5,25,1.9045125758875208
37.379242646184764,21,16,256,0,1,57,6,36,3.621115540885424
3.841257216566777,9,18,324,0,0,46,5,25,1.3457997131635007
10.85060212136659,15,11,121,0,0,32,0,0,2.3842205735035034
13.065201766193425,11,14,196,0,0,39,2,4,2.5699523421134467
2.9378991178420963,7,26,676,0,1,40,0,0,1.0776947401444903
2.845172898976756,11,16,256,1,0,46,7,49,1.0456238386584982
8.208642239124925,12,34,1156,0,0,42,7,49,2.1051875308748165
13.471240942135756,11,23,529,1,0,33,5,25,2.6005571125438407
7.117830726760512,12,14,196,1,1,53,6,36,1.96260300579378
9.016427455274854,14,16,256,0,1,24,6,36,2.199048186358392
4.914981705024213,13,12,144,1,0,32,6,36,1.59228803131839
4.662390493593439,11,20,400,1,1,40,7,49,1.5395282980653657
6.062447151169552,12,16,256,1,1,41,1,1,1.802113538892748
4.39484168389162,9,16,256,0,1,43,7,49,1.480431508620674
4.523552364675038,12,24,576,1,0,44,8,64,1.509297606557927
3.500880361759541,10,12,144,1,1,33,1,1,1.2530144687978129
24.65440705995102,16,14,196,1,1,39,13,169,3.204955669902046
3.6729097787182234,6,11,121,1,1,34,5,25,1.300984203159375
8.363324917531605,16,16,256,1,1,50,2,4,2.1238560654360925
4.7884257168478745,11,16,256,0,1,32,9,81,1.566201697036381
6.951813328648277,10,17,289,0,1,39,8,64,1.9390025361423247
6.649095553780548,12,24,576,0,1,47,5,25,1.8944808384676852
9.054492789015884,11,26,676,0,1,48,2,4,2.203261075301117
19.002347723518046,17,26,676,0,0,41,10,100,2.944562535928676
2.4927631693846983,8,8,64,1,0,43,6,36,0.9133918017876062
7.705983148904672,11,21,441,1,1,42,9,81,2.0419970594515973
5.483874791998248,11,16,256,1,1,24,7,49,1.7018119299292587
6.210130113779521,13,16,256,1,0,33,2,4,1.826181848025331
2.4735880573319826,6,7,49,0,1,40,4,16,0.9056697513478806
5.354029298170996,9,32,1024,1,0,28,2,4,1.6778494172854663
6.597937167025416,12,6,36,1,1,24,0,0,1.8867570497276134
7.4414343236596805,15,14,196,0,1,34,13,169,2.007063615702405
12.966487952684005,15,20,400,0,1,44,9,81,2.5623681792919535
10.898906869587247,11,17,289,1,0,41,9,81,2.3886624970121706
14.992356914110976,16,11,121,1,1,40,7,49,2.7075405321838013
9.886635849556965,10,23,529,1,1,40,8,64,2.2911839309994244
11.216271766172548,13,29,841,1,1,37,8,64,2.4173655602209188
19.779150759243986,14,13,169,0,1,50,14,196,2.9846283909575932
5.287356792500492,5,18,324,1,1,43,4,16,1.6653184598449504
3.1268882919941614,13,3,9,1,0,36,5,25,1.1400383541388965
20.910035001125664,14,15,225,1,1,44,4,16,3.0402291873332428
9.357001756716414,15,20,400,0,1,48,7,49,2.23612491403731
8.628497831593847,14,18,324,0,0,42,10,100,2.155070426398036
8.778152775076727,7,7,49,0,1,41,0,0,2.17226599542955
12.14965432089051,15,9,81,0,1,47,5,25,2.497300718426308
6.413684651228828,13,16,256,1,1,37,8,64,1.8584339343667542
4.7840714956947545,14,15,225,1,1,24,2,4,1.565291961288907
16.76575044150918,13,19,361,0,1,40,5,25,2.819338141308821
11.758109372143098,10,19,361,0,0,49,8,64,2.4645431618710663
9.502804976037728,15,15,225,1,1,43,0,0,2.2515870156612023
4.663618258054339,12,8,64,1,1,32,0,0,1.539791597082274
6.543395983681501,9,24,576,1,0,30,8,64,1.8784562942582999
7.946606343294784,13,24,576,0,0,39,1,1,2.0727449624718863
5.622897121711764,8,17,289,1,1,45,6,36,1.7268470331639902
5.933242524712256,9,20,400,1,0,35,6,36,1.7805708636890327
6.87674918551234,13,21,441,1,0,39,4,16,1.928146038175192
3.5268449262631902,9,39,1521,1,1,34,11,121,1.26040368268402
9.9924245707761,11,24,576,1,1,38,8,64,2.301827262991023
5.707720918474082,13,17,289,1,1,42,11,121,1.741819805369896
11.981113773142495,15,6,36,0,1,45,0,0,2.4833315577434223
3.0432263977627008,11,10,100,0,0,35,0,0,1.1129182676749967
7.532499972092486,9,16,256,0,0,47,3,9,2.019226988317372
2.2725446040587136,7,14,196,1,0,52,9,81,0.8209001746254839
5.078549653964769,13,14,196,1,1,41,5,25,1.62502571963913
9.445692866534728,11,18,324,0,1,36,11,121,2.245558856286698
5.291967508065028,14,14,196,1,0,24,14,196,1.6661901064124371
10.608710931851528,13,24,576,1,1,54,7,49,2.361675449660495
5.739039013257198,13,11,121,0,0,54,5,25,1.7472917770221297
4.246484413782492,11,31,961,0,0,45,4,16,1.4460914438632393
11.019784667992377,13,38,1444,0,1,28,4,16,2.3996922634242734
24.936261952960777,15,13,169,0,1,43,0,0,3.2163230474211186
8.121939120299043,13,11,121,1,1,46,17,289,2.094568933582116
24.869395702364706,15,24,576,0,0,35,1,1,3.213637959263761
6.029054466023697,12,24,576,1,1,39,5,25,1.7965901934727149
9.536293399586706,14,21,441,1,1,45,8,64,2.255104877423791
12.453294182499173,6,24,576,0,0,46,9,81,2.521985180883991
18.570018481476886,17,7,49,0,1,33,2,4,2.9215483705971232
10.625237518083994,10,11,121,1,1,21,3,9,2.3632320692038187
11.120519281942604,8,21,441,0,1,42,0,0,2.408791985748539
7.891523647190424,5,19,361,1,0,47,0,0,2.065789227391713
7.213560235835124,13,19,361,1,1,45,3,9,1.9759626207999785
11.339951016187738,13,16,256,0,0,43,0,0,2.4283319787301125
2.688230887132874,17,5,25,1,1,58,1,1,0.9888833144828368
7.842627983159243,12,14,196,0,1,50,6,36,2.0595739801282766
5.7421364012287155,11,29,841,1,0,45,5,25,1.747831336419986
5.611581269521294,11,12,144,1,0,42,8,64,1.7248325460426133
12.083565077477074,9,24,576,0,1,46,5,25,2.4918462712743517
4.792947885642046,15,13,169,1,0,43,8,64,1.5671456471039962
16.04351359623942,11,24,576,0,1,38,2,4,2.77530463058458
4.3870684402583615,7,29,841,1,1,30,11,121,1.4786612227595293
2.130484150981481,9,10,100,1,1,42,7,49,0.756349254822664
7.807920756967204,11,22,484,1,1,53,9,81,2.055138700105295
5.695785488102349,11,1,1,1,0,41,5,25,1.7397265133061244
6.5338708306725986,12,8,64,0,0,46,0,0,1.876999544185279
12.624830885734108,12,16,256,0,1,20,0,0,2.5356655798823295
6.866588256320234,12,22,484,0,0,49,9,81,1.9266673680797384
10.54474526226624,14,17,289,1,1,34,11,121,2.3556276564332808
4.991727105887281,11,19,361,0,0,42,0,0,1.607781963284265
23.16280062312174,15,21,441,0,1,43,7,49,3.142547570399212
6.659883054966984,10,17,289,1,0,44,5,25,1.8961019250838644
3.3298098265783644,11,22,484,1,0,30,4,16,1.2029151932259374
2.6297716253069545,6,25,625,1,0,45,2,4,0.9668970079352934
6.44720236563449,11,15,225,0,0,34,7,49,1.8636462949524193
3.1440235738599878,11,6,36,0,1,26,3,9,1.1455033725859198
3.0195494812301362,11,8,64,0,1,36,10,100,1.1051076418579568
3.317229828635504,9,12,144,1,0,44,3,9,1.1991300456669585
3.528917126698086,11,1,1,0,1,39,3,9,1.2609910609087729
12.59279236853497,11,22,484,1,1,47,4,16,2.5331246160401673
12.804736330888968,16,28,784,0,1,32,7,49,2.54981512833359
15.671189533238177,15,11,121,0,0,50,6,36,2.7518239649889145
3.822348536563398,12,7,49,1,1,52,2,4,1.3408650338537844
10.372737962378718,10,31,961,1,1,24,8,64,2.3391810146227296
14.015480576067652,12,16,256,1,1,48,6,36,2.640162474151417
6.218550316223269,7,18,324,0,0,47,1,1,1.827536811455183
16.106714644563,16,23,529,1,1,42,0,0,2.7792362437141334
17.168330808506727,10,17,289,1,0,46,7,49,2.843066454604536
14.283936955576111,15,16,256,1,1,52,8,64,2.659135616083153
3.410974725467994,12,21,441,1,0,41,3,9,1.2269980936957743
10.142503595757896,10,15,225,0,1,52,4,16,2.3167348706222275
5.701047983811568,11,13,169,1,1,43,2,4,1.7406500147499597
15.62271545269082,21,7,49,1,1,52,2,4,2.7487259739048033
13.790511419940353,14,18,324,0,0,45,6,36,2.623980777407622
22.45526216936943,15,8,64,0,1,49,12,144,3.1115249817941653
8.037073159744287,12,12,144,0,0,41,9,81,2.084064982056425
4.0727543079253765,10,32,1024,1,0,40,7,49,1.4043195047072141
7.38626363618281,11,11,121,0,0,40,6,36,1.9996220098338107
13.953650827185452,14,34,1156,0,0,48,4,16,2.6357411820697667
7.138625120225867,17,23,529,1,1,36,8,64,1.9655201976169432
8.779379298685027,13,27,729,1,1,40,3,9,2.1724057102374332
11.444141148891454,15,21,441,1,0,38,0,0,2.43747790898907
6.419137507093651,12,3,9,1,1,52,6,36,1.8592837639873512
3.5231857002845373,9,16,256,1,0,47,3,9,1.2593656088085756
6.962941908359092,12,6,36,0,1,47,11,121,1.9406020730215563
8.16983636055741,12,12,144,0,0,40,0,0,2.1004488793637837
5.13728426822373,9,29,841,0,1,35,8,64,1.6365245873540597
9.13307686715566,12,16,256,0,1,43,4,16,2.211902644093226
6.5824374368980125,11,9,81,0,0,39,2,4,1.8844051078840656
22.692028508754586,16,17,289,0,1,38,3,9,3.1220136957985654
5.6556774134289585,16,17,289,1,1,34,0,0,1.7326598925669277
40.02349335937115,17,22,484,0,1,28,13,169,3.6894666156851166
12.039903007554901,13,26,676,0,1,63,3,9,2.4882263839973047
17.612653359383494,14,8,64,0,1,42,12,144,2.868617584603979
9.127745900948225,16,10,100,1,0,42,0,0,2.2113187748528773
6.184684520343395,13,4,16,0,0,48,2,4,1.8220759973233924
7.173465031238578,7,28,784,0,1,26,11,121,1.9703888058303505
7.082507748026379,10,35,1225,1,1,44,2,4,1.9576280466896565
5.653298586536431,10,14,196,0,1,24,4,16,1.732239195427307
12.51462882843028,11,15,225,1,1,49,7,49,2.5268982663081117
2.9283081722516817,14,14,196,1,0,36,8,64,1.0744248406466204
4.713466695218736,15,14,196,0,0,37,5,25,1.5504236660008959
5.465049544732124,13,14,196,1,0,29,9,81,1.6983731874121328
8.437956760073401,6,19,361,0,1,39,2,4,2.1327401892606455
5.741987755814968,14,21,441,1,1,46,0,0,1.7478054493063109
5.165975274918341,12,24,576,1,1,25,1,1,1.6420939085449557
6.058588609485495,13,14,196,0,0,43,9,81,1.8014768702300057
10.653263022177653,7,22,484,0,1,44,3,9,2.3658662322874386
10.655136234611373,16,8,64,0,1,51,4,16,2.366042051448322
7.951820246957187,18,12,144,1,1,50,12,144,2.0734008643398765
2.1382861246718865,8,27,729,1,1,39,5,25,0.7600046318394396
9.484786658675738,10,7,49,0,0,43,9,81,2.249689110638049
6.77935993622688,11,6,36,0,0,37,3,9,1.9138826928096004
5.738982882079173,14,9,81,1,0,24,10,100,1.747281996385965
