wage,educ,exper,exper_sq,female,married,ln_wage
2.4899856145649073,7,0,0,1,1,0.912276933176758
10.09844418829062,16,16,256,0,1,2.312381371218412
5.316250924245371,10,6,36,1,1,1.6707683414385708
20.251561263362717,13,22,484,0,1,3.0082318900058596
2.6392018131275345,11,19,361,1,0,0.9704765279309129
6.400019963878648,12,9,81,1,1,1.8563011097167998
6.140974415058922,12,12,144,1,1,1.8149834290886113
5.984608196169543,9,8,64,1,1,1.7891908725678984
12.374300277567487,17,16,256,1,1,2.5156217636292557
5.89710212313057,14,24,576,1,0,1.7744610646792633
8.929701997634702,16,9,81,0,0,2.1893830234060205
9.15401869953809,16,21,441,0,0,2.2141929850017137
8.949333328199254,12,12,144,1,0,2.191579041043003
9.125555390550604,16,10,100,1,1,2.211078762334248
9.55158617315456,8,16,256,1,0,2.2567072321307813
6.484135448553675,10,8,64,0,1,1.8693584933149716
4.142994010058568,7,12,144,0,1,1.4214187172961428
3.199062086089271,11,7,49,0,0,1.1628576687469359
3.3436482387062547,11,32,1024,1,1,1.2070624979149671
3.571044350907518,10,17,289,0,0,1.2728580882796614
12.795530795196003,15,11,121,0,1,2.5490959533308923
9.697972663440177,11,18,324,0,0,2.271916859895952
3.5156089761326372,10,16,256,0,0,1.2572127609343111
8.826745042480916,12,15,225,1,0,2.177786321796425
5.493227621575702,9,21,441,0,0,1.7035159919828549
8.586865970130882,14,23,529,1,0,2.1502338231058444
12.20695642046704,8,12,144,0,1,2.5020059876368106
22.584267793796112,18,12,144,0,1,3.1172535485587165
9.938399026780095,14,14,196,0,1,2.2964059439921156
2.9753215344763766,10,0,0,0,0,1.0903521119730875
1.4801251411517307,5,4,16,0,1,0.3921266390337158
8.177125524642214,14,27,729,0,0,2.1013406860027293
7.972981540445766,13,30,900,1,1,2.0760585182594022
7.463030175092071,14,15,225,0,1,2.0099615214335955
7.488619978475821,14,21,441,1,0,2.0133845320186783
5.344344516906827,8,19,361,1,1,1.6760389021404354
5.926959512469712,11,41,1681,1,1,1.779511351749758
6.132477944004833,9,25,625,0,1,1.8135989005692061
11.523021343219368,15,15,225,0,0,2.4443468902578256
9.370502437238981,13,9,81,0,0,2.237566716716568
4.04018302033208,11,4,16,0,1,1.3962899930093473
9.302258254731939,8,18,324,1,1,2.2302571937719113
7.389066854795118,11,10,100,0,1,2.000001455646905
5.769179903876529,11,5,25,0,0,1.752529939374505
8.9799951687001,14,11,121,1,0,2.194999344307293
7.174621961165134,13,8,64,1,1,1.9705500719182514
15.73733958339022,15,30,900,1,1,2.7560362060470425
11.978518185881152,12,24,576,0,1,2.483114894375977
4.844779233207723,9,16,256,0,0,1.5779016784031736
11.836648242328307,13,28,784,0,0,2.4712005017377994
7.231689121743866,14,17,289,0,1,1.9784726356813982
8.84848656384342,12,10,100,0,1,2.1802464346607993
12.74506354873425,14,29,841,0,1,2.5451440239854595
8.138795684828002,12,21,441,0,0,2.0966422188018985
7.571892378262529,12,8,64,0,1,2.024443020127016
3.329533841374678,11,15,225,0,0,1.2028323066180056
2.3905971524160514,6,9,81,1,0,0.8715431893023506
3.888610624472813,8,5,25,1,1,1.3580519278861147
5.306321379695426,7,24,576,1,1,1.6688988229908923
7.548964412648881,13,32,1024,0,1,2.0214103899655416
9.812838116117355,11,5,25,0,0,2.2836915402083626
6.149123274477126,12,21,441,0,0,1.816309514660623
12.064759527007839,16,11,121,1,0,2.49028876742439
6.710576059262019,10,13,169,1,1,1.9036847981573375
6.146649680660788,11,12,144,0,1,1.8159071660065396
13.794672132370543,14,10,100,1,0,2.624282440251652
4.217365776966741,10,17,289,0,0,1.4392107096717395
6.4080798966711505,8,10,100,1,1,1.8575596779578603
8.19519549643758,10,19,361,1,0,2.103548067486309
3.501235096404985,9,16,256,1,0,1.2531157909333495
18.314447290882196,16,15,225,1,1,2.9076902178274042
5.667681824145081,14,9,81,1,0,1.734780184780846
9.470516876053576,13,12,144,0,0,2.248183486073219
9.880835799931141,15,23,529,1,0,2.2905971033165407
11.729235386903051,14,21,441,0,1,2.4620844761335463
6.5319421872081085,9,9,81,1,1,1.876704324366067
12.650872624335054,16,17,289,1,0,2.537726194955243
3.7018229199879715,12,23,529,1,1,1.3088253794005356
14.25843902156689,14,3,9,0,1,2.657348943466093
5.447073070335219,16,21,441,1,1,1.695078413096803
9.089907053954034,11,11,121,1,1,2.207164683049546
8.07906694118265,9,21,441,1,0,2.0892763882885506
3.800939605331149,10,10,100,0,0,1.3352483007283256
5.023832624035368,11,2,4,0,1,1.614193113331347
5.107294496289059,14,3,9,0,1,1.6306698112249915
11.776943049363762,15,17,289,0,1,2.4661436410969984
2.9626300224622613,5,19,361,1,0,1.0860773949368743
9.869363734193513,12,9,81,0,0,2.289435386746739
12.32206460755224,11,22,484,1,1,2.5113915258469532
8.83093857981253,10,3,9,0,0,2.1782613033965212
4.949647790811401,9,16,256,0,0,1.5993164206776436
4.131214707571801,11,7,49,1,0,1.4185714817848312
4.272312843418333,17,11,121,1,0,1.452155330113875
6.336961226114712,11,17,289,0,1,1.8463993516726234
8.125658700004408,12,10,100,1,0,2.095026795699517
14.671961373332286,13,13,169,1,1,2.6859382828315463
4.946436313223363,11,25,625,0,0,1.5986673805791534
7.635513752996861,18,12,144,1,0,2.0328102256008673
10.511302928171702,17,23,529,1,0,2.352451147535497
4.6415513529085395,10,7,49,1,0,1.5350486536571524
7.318525699481251,12,21,441,0,1,1.990408900513379
7.939497649572406,10,28,784,1,1,2.071850004941702
3.5542513065927244,10,0,0,0,0,1.2681444381477898
4.562375051704615,7,10,100,0,0,1.517843332605853
14.2965334193362,13,21,441,0,1,2.6600170896495756
9.480488902581982,12,15,225,0,1,2.2492358869394593
3.9172881292606156,7,19,361,1,1,1.3653996106356816
4.492935271790258,10,12,144,1,0,1.5025062235275959
8.68899584250095,16,17,289,1,0,2.1620573793785276
6.718569778279325,10,15,225,0,1,1.9048753012702135
7.2757934856612,9,26,676,0,1,1.9845528773038146
17.155583594284845,12,19,361,0,0,2.8423236946350094
14.185944987409705,18,19,361,1,0,2.6522516848229682
6.6580415817816325,10,13,169,0,1,1.8958253845195778
9.920492590075616,13,13,169,1,1,2.294602576321573
7.011088010610698,14,13,169,1,1,1.9474928973639398
14.009716093911194,10,20,400,0,1,2.6397510956119095
9.460900547948475,14,13,169,1,1,2.2471675738763883
7.565430758929461,11,19,361,0,0,2.0235892866541985
8.974860673368456,13,33,1089,1,0,2.1944274103951784
3.7678583353008555,13,23,529,1,0,1.3265067592188193
4.937193529096568,12,14,196,0,0,1.5967970582444233
4.455716806355363,8,26,676,0,1,1.4941879472740025
9.417726943627283,15,13,169,1,1,2.242593758369339
8.58529958250394,11,0,0,1,1,2.150051389780649
15.701148495809322,9,8,64,0,1,2.7537338622780614
3.466029731199443,7,2,4,1,0,1.2430097692137627
7.3167024853004206,12,14,196,1,0,1.990159746326339
3.6930379250169465,13,17,289,1,1,1.3064494052509334
4.907776369447424,6,30,900,0,1,1.5908209613133069
4.5983802489235615,12,19,361,1,0,1.5257041216870904
4.472819288610175,10,15,225,1,1,1.4980189231450243
10.74102726785653,13,23,529,0,1,2.3740707332828794
3.2442669196702596,9,0,0,0,0,1.1768894139010238
2.992228060929078,13,18,324,1,0,1.0960182807799148
13.201226858592365,11,23,529,0,1,2.5803097691060697
4.940721983538951,16,5,25,1,1,1.5975114710348428
7.742457658288932,9,26,676,0,0,2.04671916411135
22.261510870107063,11,19,361,0,1,3.1028592173134886
3.448854558838322,9,13,169,1,1,1.2380421639841837
4.416279127997786,16,22,484,0,0,1.4852975153100636
12.19056389789032,15,35,1225,0,1,2.5006622014790727
11.383999359329446,10,18,324,0,0,2.4322088045093913
18.605477293199247,13,18,324,1,1,2.9234560154979734
5.561744804338851,14,13,169,0,0,1.7159118727632705
10.43947056599094,12,10,100,0,1,2.3455938690987588
6.394752584672036,12,23,529,1,1,1.8554777454116977
6.718507294501865,10,10,100,0,1,1.9048660010664382
15.489932020742597,8,17,289,1,1,2.740190265829257
5.950258357858432,16,13,169,0,0,1.783434640103665
10.486545932634552,16,20,400,1,0,2.3500930957966886
13.497942834077962,13,19,361,0,1,2.6025372911720748
11.439187656968718,11,25,625,1,1,2.437044974424162
7.264073963002828,11,12,144,0,0,1.9829408233786012
10.935665696041834,14,14,196,0,0,2.392029529828748
10.05889894906217,16,9,81,0,1,2.308457710278317
13.414659170670019,15,13,169,0,1,2.5963480769704157
10.610033294361799,14,20,400,0,1,2.361800090638103
12.942152566936377,13,23,529,0,0,2.5604896250786777
3.6032852430717743,8,9,81,1,1,1.2818459968454117
8.071543821800894,9,23,529,0,0,2.0883447678023312
15.321147159472224,16,27,729,0,1,2.7292340413701996
11.538593887615475,13,20,400,1,0,2.445697406828944
4.060500629422117,5,32,1024,1,1,1.4013062737513047
2.7474911015439187,8,10,100,0,1,1.0106881685438682
14.574574810712372,13,7,49,0,1,2.6792785593041604
2.0164893216550217,5,2,4,0,0,0.7013580398325245
4.575406465667283,9,28,784,1,1,1.5206955397356028
5.998133207526269,12,22,484,1,1,1.7914482887374727
18.95960432530811,13,16,256,0,1,2.9423106276907682
3.2986153346107376,13,19,361,1,1,1.193502784845076
15.679919411544017,10,7,49,1,0,2.752380875339157
11.343900523452286,13,36,1296,1,0,2.428680200662138
5.8025633535063745,10,18,324,1,0,1.758299777419022
8.726070515405436,11,17,289,0,1,2.1663151557374616
12.192805149018808,14,22,484,0,0,2.500846035889362
13.985179398432566,13,20,400,0,1,2.6379981544895985
17.254307796167033,15,18,324,0,1,2.8480618396147244
8.694472705203214,13,10,100,1,1,2.162687502517469
7.862946195289813,12,20,400,1,1,2.0621613702147363
5.842354205259224,8,32,1024,0,0,1.7651338329490789
7.903119707179472,11,27,729,0,0,2.0672575811636045
7.087049274251289,10,29,841,0,0,1.9582690725697576
8.865665979232437,10,12,144,1,1,2.1821860612653694
18.39640313461811,18,9,81,0,1,2.9121551636916467
2.464267102125869,11,15,225,0,1,0.9018944416330164
18.71104012745872,16,17,289,0,1,2.9291137308016784
12.698166576020819,13,25,625,0,1,2.541457618950198
6.011835260611393,14,3,9,1,1,1.7937300697540477
6.751678488829082,12,29,841,1,1,1.9097911389841347
15.262090654208047,12,15,225,0,1,2.7253720187140416
8.665470952920455,12,13,169,1,0,2.1593462728643376
3.052479201875596,10,8,64,1,0,1.1159541135071427
6.203441845029969,14,3,9,1,0,1.825104274315052
4.9817151087166405,10,23,529,0,0,1.6057742310854124
3.1329738390261785,6,17,289,0,1,1.1419826617999156
5.440214348147907,13,6,36,0,0,1.6938184623246748
5.2602556026835305,9,6,36,1,0,1.660179619235055
22.039389170867388,17,14,196,0,1,3.0928312693302127
21.169773562967638,17,30,900,0,1,3.052574388961447
15.700472464743731,16,14,196,0,0,2.7536908051972473
5.9339610045049875,11,4,16,1,1,1.780691950310972
4.142207426039712,6,15,225,0,1,1.4212288404350222
11.926931615961124,16,14,196,1,1,2.478799004031099
5.771744980407573,11,0,0,1,1,1.7529744577469926
21.033746129623424,17,16,256,0,1,3.046128106500583
18.411529953038553,17,15,225,1,1,2.9129770962481976
18.595831429498975,15,22,484,0,1,2.922937438907653
7.6677018067046205,10,31,961,1,1,2.0370169364127144
13.2590985729463,11,26,676,0,0,2.5846840015227985
8.948643383721038,15,14,196,1,1,2.1915019435599006
3.7118165710523088,11,8,64,1,1,1.3115213985769922
5.366808831751688,9,37,1369,1,1,1.6802334733599567
4.5465625926811395,12,17,289,1,0,1.5143714733124525
10.612940462099079,16,17,289,0,1,2.362074054860914
7.35393133893552,13,16,256,1,1,1.9952350462751898
4.525052202973245,12,18,324,1,0,1.5096291136540168
3.6594336257423064,8,15,225,1,0,1.2973083883737688
4.3428036935622085,13,12,144,0,1,1.4685201518776871
11.799570344679568,19,12,144,1,0,2.468063119340872
5.415761684423063,9,16,256,1,1,1.6893135325043076
4.641883651179708,12,12,144,1,1,1.5351202431649509
15.121818803476653,15,11,121,0,1,2.716138654752205
13.00202193239847,14,17,289,1,1,2.565104878628914
4.41046222891377,13,14,196,0,0,1.483979497778817
6.3115370998635,13,29,841,1,1,1.8423792443307923
3.99221158376822,11,0,0,0,1,1.384345358990611
3.788996767571983,10,25,625,1,0,1.3321012789276234
11.683251057842291,14,26,676,1,0,2.4581562826629253
6.722298030374525,14,0,0,0,1,1.9054300648827858
6.9595629483801025,15,14,196,1,0,1.9401166776016803
5.703925561293483,16,14,196,0,1,1.7411546327627234
6.093289482886251,12,5,25,1,0,1.8071880808691305
3.177440262643081,12,10,100,1,0,1.1560759237924207
6.288554911348686,14,8,64,1,0,1.8387313004934558
9.79099000533522,13,31,961,1,1,2.2814625755701896
15.37035357980072,13,24,576,1,1,2.732440561827265
7.390109188168569,14,27,729,0,1,2.0001425099752583
4.165714550383719,16,22,484,0,1,1.4268878216203285
5.6747125270902865,11,7,49,1,1,1.736019906065074
11.11413546343549,11,12,144,1,0,2.4082177633236235
8.879907553892533,8,20,400,1,1,2.1837911463522004
6.290338663941079,12,7,49,1,1,1.8390149109069907
4.598650932421174,7,22,484,0,0,1.5257629849207477
9.878238695360531,12,15,225,1,1,2.2903342261674937
5.270205304082664,12,14,196,0,0,1.6620693189258968
7.8784281430959,10,22,484,1,1,2.0641284097457495
12.671182083428903,12,20,400,0,1,2.5393302878049835
9.193065231120169,7,14,196,0,1,2.218449420594523
21.89843507652081,7,26,676,0,1,3.0864151765761187
10.722766614087362,15,8,64,0,0,2.3723692020181546
5.620842116357914,11,21,441,1,1,1.7264814954486056
7.75552383985067,9,21,441,0,1,2.0484053430062104
4.363060080563121,12,14,196,0,1,1.473173664517236
9.019169044453083,14,19,361,0,1,2.1993522061560613
4.528748723511614,10,6,36,0,0,1.5104456813638178
9.295573717248615,13,24,576,0,1,2.2295383424798634
6.009870347303397,8,15,225,0,0,1.7934031754863657
2.5164498254433845,7,12,144,1,0,0.9228491088051824
12.731243166977585,12,25,625,1,1,2.544059064280225
5.525579946874363,12,11,121,1,0,1.7093882096551525
7.960868191518794,13,5,25,0,1,2.07453806319495
7.3677830289491535,14,4,16,0,1,1.997116850765497
14.202403790812433,18,21,441,1,1,2.653411231323925
9.210018516550438,12,6,36,0,0,2.2202918607484126
5.81187087273814,11,31,961,0,0,1.7599025281071565
5.515941617436405,14,0,0,0,1,1.7076423756539407
6.75722776319375,10,30,900,0,0,1.910612711741141
5.113371577780738,11,18,324,0,1,1.6318589866004105
4.701098250594666,8,16,256,0,1,1.547796151758642
3.0904907833787227,6,12,144,1,1,1.1283299078699751
14.976612100324393,17,20,400,1,0,2.706489790983622
9.048971692834197,15,16,256,1,0,2.2026511261548203
9.402440678688397,13,25,625,1,1,2.240969302242574
9.508465735928699,11,17,289,1,1,2.2521825318835558
5.27342268793125,9,18,324,1,1,1.6626796181418568
6.154220004323762,9,14,196,1,1,1.817138026069707
7.666249657262671,10,16,256,0,1,2.0368275332507566
9.721543098329114,12,19,361,0,0,2.2743443608442417
5.8208413424707866,13,3,9,0,1,1.7614448118574662
2.163795575688949,13,6,36,1,1,0.771863890574241
6.0738767615218014,10,22,484,1,1,1.8039970769086344
24.860761222268998,17,18,324,0,0,3.213290705978574
10.751741713979328,14,15,225,1,0,2.3750677613549183
14.775336358826438,12,17,289,0,1,2.6929593284358386
11.939971099563396,13,19,361,1,0,2.479891687489449
8.406188272691217,11,12,144,0,1,2.1289681337495723
7.645035564422102,10,10,100,0,1,2.0340564913547836
6.973242276255224,11,18,324,0,1,1.942080292544967
8.642163558507809,14,9,81,0,1,2.1566529633324762
7.647038967226261,6,20,400,0,1,2.0343185098025063
7.4227883146356355,9,3,9,0,0,2.004554770233916
4.0434402901012545,7,25,625,1,0,1.3970958865598941
3.394713515380239,7,20,400,1,0,1.2222193731732987
13.296820020982198,15,19,361,0,1,2.5875249104729106
11.121877061188174,13,24,576,1,1,2.408914075043803
3.702165239406467,12,30,900,1,0,1.3089178483271113
2.7741015082618548,8,25,625,0,1,1.0203269139635365
5.189676179734809,12,2,4,0,1,1.6466713021165855
4.4762091061966185,12,6,36,0,1,1.4987765065605685
4.668007288517896,9,12,144,0,0,1.5407322758022457
6.213631975643525,11,17,289,1,1,1.8267455841837568
7.769580535259339,11,21,441,0,1,2.0502161777561962
11.246434776678315,13,11,121,1,0,2.4200511696845375
9.284935700816952,13,18,324,1,1,2.2283932697205886
6.061771458170446,7,10,100,0,1,1.8020020771942127
7.81668259031401,11,12,144,1,1,2.056260243362489
4.920238927501455,13,5,25,0,1,1.5933570918253923
8.165856512748094,12,9,81,1,0,2.0999616214410346
9.60731141122826,15,6,36,0,1,2.262524413935894
8.88997949451805,13,9,81,1,1,2.184924742944756
3.2670545139629854,9,25,625,1,0,1.183888818724894
2.5279248927001023,8,9,81,0,0,0.9273987656771565
10.010364380557116,13,38,1444,1,0,2.3036209943186625
5.115885271921667,6,20,400,1,1,1.632350458117542
5.017471079992786,12,18,324,1,1,1.6129260378437007
5.891575960811199,17,10,100,1,0,1.7735235273769803
10.747092126920977,12,22,484,1,0,2.374635218160692
4.876903713903505,11,12,144,0,1,1.5845105336385181
21.616970512510896,13,17,289,0,1,3.0734786780870404
4.711637758619294,11,37,1369,1,1,1.5500355670400077
10.878136621014734,12,16,256,0,0,2.3867549603091716
10.922321391142344,17,26,676,1,1,2.3908085293309327
7.570490386794342,11,11,121,1,1,2.0242578456410785
12.097604225420051,17,16,256,0,1,2.4930074350993543
12.427978008454751,16,31,961,0,0,2.519950222013203
4.677349338058133,10,11,121,1,0,1.542731568718577
4.837355290679733,8,31,961,0,1,1.5763681438370925
6.31413752681491,8,22,484,1,0,1.8427911711489735
3.5344970806958926,6,12,144,0,0,1.262571020683105
4.854064698235815,8,22,484,1,1,1.5798164360651519
7.608052047827425,13,24,576,0,1,2.0292071664167737
1.778456514333565,8,21,441,1,1,0.5757458613531976
5.100926414481804,11,4,16,0,0,1.629422173132328
23.64316743009277,15,11,121,1,1,3.1630741696071025
6.5452619838084525,6,15,225,0,0,1.8787414266445581
7.3198883727538195,14,16,256,1,0,1.9905950782331483
5.693405110008974,10,21,441,1,1,1.739308506757278
6.558556088957277,9,18,324,0,0,1.8807704703379318
10.421518374840778,13,6,36,0,1,2.3438727430646393
6.77320062224974,13,20,400,0,1,1.9129737406784324
13.957277292090277,15,21,441,1,0,2.6360010419289397
10.740830785063215,14,21,441,1,0,2.37405244037797
12.889939445506476,14,25,625,1,1,2.55644711915158
9.083782354415167,10,23,529,0,0,2.206490664732944
6.728530009030108,9,20,400,0,0,1.9063566961776397
11.420830061962535,14,16,256,1,1,2.4354388865218657
9.059489944683547,14,3,9,0,0,2.2038128209738272
12.39358075028569,19,20,400,1,1,2.517178657139124
7.105333112922302,11,18,324,0,1,1.9608456447459202
7.118455528804641,11,19,361,1,1,1.9626907817816064
15.069646942646841,14,6,36,0,0,2.7126825845369504
3.7037298733801443,11,8,64,0,0,1.3093403857714385
6.106380675029175,16,25,625,1,1,1.809334236789461
10.084384298892866,15,16,256,1,1,2.3109881183667564
6.2020393227422055,11,22,484,1,0,1.824878160990664
12.673884643303802,14,17,289,0,1,2.539543549021794
11.241632367082218,14,17,289,0,0,2.4196240623090213
4.253387990196182,8,24,576,1,0,1.447715839525573
17.919362369319213,16,12,144,1,1,2.8858818248444873
4.261899296491113,12,17,289,0,0,1.4497149051690044
8.40444109098419,15,13,169,0,1,2.1287602674436155
6.819004354873843,11,13,169,0,0,1.9197134721765057
4.24101050054185,16,14,196,1,0,1.4448015664483251
7.244814877685309,11,18,324,0,0,1.9802860237119377
10.606704387844008,6,13,169,0,1,2.3614862906001357
13.471786962402513,16,27,729,0,0,2.60059764401408
6.281310178286358,8,9,81,0,1,1.837578585836159
5.041329364171685,11,15,225,0,1,1.6176698100364804
11.057733419818234,17,13,169,0,1,2.4031300401751823
14.517667296539054,17,28,784,0,1,2.6753663419820026
6.435653364133438,12,18,324,1,1,1.8618533687818444
17.36540930613199,13,25,625,0,0,2.8544802566716054
5.376708542459842,11,5,25,1,0,1.682076391868903
3.8721848572954665,10,19,361,1,1,1.3538189103448244
6.847002981685023,11,24,576,1,0,1.9238110356120344
9.83495095316031,13,17,289,1,1,2.2859424648596307
17.925127338296736,14,25,625,0,0,2.8862034904100597
18.00249451530954,14,12,144,0,0,2.890510332478127
6.213782907203551,14,28,784,1,1,1.8267698742813283
3.2643958268310684,8,35,1225,1,0,1.1830747002243958
4.019155605169545,12,14,196,1,1,1.3910718321023738
3.8420556159422796,7,13,169,1,1,1.3460075400204257
8.363430313469042,12,28,784,1,0,2.1238686675141385
14.937943267556783,11,29,841,0,1,2.7039045040669576
11.323099740176128,15,12,144,0,1,2.4268448639282854
5.351864233617756,11,13,169,1,1,1.677444955093436
4.7848223831063335,9,14,196,1,0,1.5654489046979636
4.0029401311600825,9,6,36,0,1,1.38702912390561
17.84000657029677,14,9,81,1,1,2.881443495441973
3.805077665157704,13,8,64,0,0,1.336336402447707
4.03376219092071,8,10,100,1,0,1.3946994866095785
15.78178219874477,8,16,256,0,1,2.7588562493918265
10.936400640709483,13,18,324,0,1,2.392096733782559
5.085245822920937,8,29,841,1,1,1.6263433710893629
9.309433583739068,15,9,81,0,1,2.231028249882758
7.972141434249811,13,24,576,1,1,2.0759531435692145
7.488237456009358,8,15,225,1,0,2.013333450212202
1.656234787448784,8,16,256,1,0,0.5045468257736302
29.977369792435464,18,22,484,0,0,3.4004427567522346
3.9772644269159896,11,8,64,0,1,1.3805942530562383
7.159256306324471,11,20,400,0,0,1.9684061077461397
7.376814286735983,14,18,324,1,1,1.99834187695277
13.259624855569516,17,20,400,1,0,2.5847236929223265
5.654767677746319,18,19,361,1,0,1.732499026097524
11.219861497319194,14,36,1296,1,1,2.4176855557509076
16.11347533936343,11,11,121,0,0,2.779655899520199
2.545909297586095,8,12,144,1,1,0.9344878740434627
9.954401621798295,14,12,144,0,0,2.2980148274020284
4.958957773063209,12,12,144,1,1,1.6011955922586447
9.475674633307099,11,11,121,0,1,2.2487279498382335
9.943876684929268,16,26,676,1,0,2.296956953179111
4.599403295664637,9,28,784,1,1,1.5259265767471242
6.965947207750941,12,12,144,1,0,1.9410335933550777
10.492411638240197,6,10,100,0,1,2.3506522947691524
8.106571140655404,12,20,400,0,0,2.0926749847241712
6.552304916237007,7,12,144,0,0,1.8798168833551254
4.564302548217899,9,22,484,0,1,1.5182657199468843
5.021647682599913,9,18,324,0,1,1.6137581034755282
7.000944540971903,13,4,16,1,1,1.9460450743770403
18.020922214687264,14,29,841,1,1,2.891533428156321
12.463336901109809,12,31,961,0,1,2.522791286582691
10.589228222398821,17,12,144,0,0,2.3598372789971362
7.123492598938087,11,13,169,0,0,1.9633981387103485
3.1412672626399094,10,19,361,1,0,1.1446263053289005
14.802906239516485,15,19,361,0,0,2.6948235290273863
8.061292347528756,10,22,484,1,0,2.0870738845497723
11.930635672427004,17,33,1089,0,0,2.479109518213108
3.301120793007418,6,15,225,1,1,1.1942620450544523
9.556906872723394,17,10,100,1,0,2.2572641258317727
3.288585037393111,7,5,25,0,0,1.1904573924467061
9.01714266496134,16,11,121,1,1,2.1991275061693996
23.55366611889487,12,16,256,0,1,3.1592814821849355
13.599962718917814,19,31,961,1,1,2.610067051482206
5.272723884953162,8,12,144,0,1,1.6625470952389594
4.8131280298056,12,18,324,1,0,1.5713471907994223
15.515286750237987,17,16,256,1,1,2.7418257798589734
7.341906148800946,12,26,676,1,1,1.9935985022090883
5.425266841960803,13,37,1369,1,0,1.6910670856750725
17.08285822507083,13,12,144,0,1,2.838075517748303
15.156824308247915,11,13,169,0,1,2.718450879922809
9.04959097895874,13,25,625,0,1,2.2027195609953116
4.055418875368527,12,22,484,0,0,1.4000539807203778
15.157581440053313,16,31,961,1,0,2.7185008318705295
4.872697544054769,7,21,441,0,1,1.583647694226238
6.886799788734739,10,14,196,1,0,1.9296065052433398
5.23850301655901,17,21,441,1,1,1.656035773654758
14.364307245678928,16,25,625,1,0,2.6647464661155063
4.931981124405517,11,23,529,0,0,1.5957407581263876
9.861176822846078,13,21,441,1,0,2.2886055147223394
6.609978008796118,10,25,625,1,1,1.8885803268983206
4.657234454820997,9,26,676,0,0,1.5384218073370293
5.7649848782643875,12,28,784,1,0,1.7518025306931915
9.445813832411815,11,22,484,1,1,2.2455716626635547
8.513141573432756,12,15,225,0,0,2.1416110370270895
8.830043400134226,8,18,324,0,1,2.1781599296812786
37.14256769131063,18,26,676,0,0,3.6147636890035972
7.53555942920752,18,10,100,0,1,2.019633073411092
18.95812419247865,13,19,361,0,0,2.9422325569366343
9.489212521755567,12,13,169,0,1,2.250155629384889
5.5556642639659,10,17,289,0,1,1.7148179954143474
7.322753331508368,14,27,729,0,1,1.9909863954351903
7.453134733789952,13,18,324,1,1,2.008634713528984
8.15248629564665,9,17,289,1,1,2.09832294767982
7.63287117057156,16,6,36,1,1,2.032464074719171
26.178854383125064,15,22,484,0,1,3.26495200028537
8.908440125247546,17,22,484,0,1,2.1869991560380355
12.599411521420642,14,34,1156,0,1,2.533650108217581
5.130896461159936,13,14,196,0,0,1.6352803926800115
10.592086672610172,11,18,324,0,1,2.360107181998236
13.370008517596503,16,18,324,1,0,2.59301402818145
10.196611670044778,15,29,841,0,0,2.322055475891871
1.2781387230817174,7,16,256,1,0,0.24540489707684077
4.683529116792997,6,19,361,1,1,1.5440519105353068
9.770333719430958,11,21,441,0,0,2.279350623038475
14.20266418418585,14,18,324,0,1,2.653429565613683
19.769556693041746,18,13,169,1,1,2.9841432137162376
